MESSAGE_CODE,MESSAGE_CLASS,MESSAGE_TEXT
61234,TrustSec,Got event with unknown properties
61235,TrustSec,SDA authenticated against ACI successfully
61236,TrustSec,SDA failed to authenticate against ACI
62000,AgentlessPosture,Agentless script execute completed
62001,AgentlessPosture,Agentless script execute failed
62002,AgentlessPosture,Agentless script upload completed
62003,AgentlessPosture,Agentless script upload failed
87901,EndPoint Scripts Provisioning,EndPoint Scripts Provisioned a new job for script execution
87921,EndPoint Scripts Provisioning,Result of EndPoint Scripts execution from an endpoint obtained
61059,Administrative and Operational,Audit Request from Customer Success Network
61060,Cisco Support Diagnostics,The ISE server is registered to Cisco Support Diagnostics
61061,Cisco Support Diagnostics,The ISE server is de-registered from Cisco Support Diagnostics
61062,Cisco Support Diagnostics,The Cisco Support Diagnostics bi-directional connectivity is enabled
61063,Cisco Support Diagnostics,The Cisco Support Diagnostics bi-directional connectivity is disabled
61064,Cisco Support Diagnostics,The Cisco Support Diagnostics bi-directional connectivity is established
61065,Cisco Support Diagnostics,The Cisco Support Diagnostics bi-directional connectivity is broken
61066,Cisco Support Diagnostics,The ISE SSE services were enrolled to Cisco Support Diagnostics
61067,Cisco Support Diagnostics,The ISE SSE services were un-enrolled from Cisco Support Diagnostics
61068,Alarm,ACI Integration Performance Insufficient
61069,Trustsec,Audit Rest request to ctsmatrix succeeded
61070,Trustsec,Audit Rest request to ctssgacls succeeded
61071,Trustsec,Audit Rest request to ctsenvdata succeeded
61072,Trustsec,Audit Error processing the REST request related to Trustsec Audit
61073,Cisco Support Diagnostics,The Cisco Support Diagnostics bi-directional connectivity is broken
61074,Distributed-Management,Node went out of sync due to expired system certificate
61075,Alarm,ACI Integration cannot contact DNA-C
33511,EAP,Could not initialize TEAP server-certificate
33512,EAP,Could not initialize the complete TEAP server-certificate chain
33513,EAP,Could not initialize TEAP
33514,EAP,Sent TEAP Result TLV indicating success
33515,EAP,Sent TEAP Result TLV indicating failure
33516,EAP,Sent TEAP Intermediate Result TLV indicating success
33517,EAP,Sent TEAP Intermediate Result TLV indicating failure
33518,EAP,No cipher for full handshake TEAP authentication
11525,EAP,Sent NDAC Authentication to client
11526,EAP,Received NDAC Authentication response from client
11527,EAP,Successfully finished TEAP tunnel PAC provisioning/update
11528,EAP,Successfully finished TEAP machine PAC provisioning/update
11529,EAP,Successfully finished TEAP user authorization PAC provisioning/update
11530,EAP,Successfully finished TEAP machine authorization PAC provisioning/update
11531,EAP,Successfully finished TEAP CTS PAC provisioning/update
11532,EAP,Successfully finished TEAP posture PAC provisioning/update
11533,EAP,Successfully finished TEAP PAC provisioning/update
11534,EAP,One Tunnel PAC has already been requested in this conversation. Another Tunnel PAC request will be ignored
11535,EAP,One CTS PAC has already been requested in this conversation. Another Tunnel PAC request will be ignored
11536,EAP,One Tunnel PAC has already been requested in this conversation. Another CTS PAC request will be ignored
11537,EAP,One CTS PAC has already been requested in this conversation. Another CTS PAC request will be ignored
11538,EAP,One Machine PAC has already been requested in this conversation. Another Machine PAC request will be ignored
11539,EAP,One Authorization PAC has already been requested in this conversation. Another Authorization PAC request will be ignored
11540,EAP,Invalid PAC type requested. Ignoring this request
11541,EAP,Ignore PAC send by supplicant during fallback to provisioning conversation
11542,EAP,User Authorization PAC request ignored because PAC of the same type was already used to skip inner method
11543,EAP,Ignore Machine Authorization PAC request because of current PAC of the same type was used to skip inner method
11544,EAP,Ignore Machine Authorization PAC request when there is no EAP chaining
11545,EAP,Machine Authentication is disabled
11546,EAP,Allowed Protocols does not allow Stateless Session Resume; performing full authentication
11547,EAP,Cannot provision Machine PAC on anonymous provisioning. Machine PAC can be provisioned only on authenticated provisioning
11548,EAP,Cannot provision Authorization PAC when the stateless session resume is disabled
11549,EAP,Cannot provision Authorization PAC on anonymous provisioning. Authorization PAC can be provisioned only on authenticated provisioning
11550,EAP,Authorization PAC can be provided only with Tunnel PAC
11551,EAP,Authorization PAC I-ID does not match user identity. Ignoring this Authorization PAC request
11552,EAP,Machine PAC request does not contain I-ID. Ignoring this Machine PAC request
11553,RADIUS,Reject User Authorization PAC since its Initiator-ID does not match the Tunnel PAC Initiator-ID
11554,EAP,Received Authorization PAC
11555,EAP,Received User Authorization PAC
11556,EAP,Received Machine Authorization PAC
11557,EAP,Using client certificate for authentication
11558,EAP,Client certificate was received inside the tunnel
11559,EAP,Client certificate was requested but not received inside the tunnel. Will continue with inner method.
11560,EAP,Client certificate was received during tunnel establishment
11561,EAP,Client certificate was requested but not received during tunnel establishment. Will renegotiate and request client certificate inside the tunnel.
11562,EAP,Client certificate was received but authentication failed
11563,EAP,TEAP inner method skipped
11564,EAP,TEAP inner method started
11565,EAP,TEAP inner method finished successfully
11566,EAP,TEAP inner method finished with failure
11567,EAP,Identity type provided by client is equal to requested
11568,EAP,Identity type provided by client is not equal to requested type
11569,EAP,Client suggested 'User' identity type instead
11570,EAP,Client suggested 'Machine' identity type instead
11571,EAP,Identity type provided by client was already used for authentication
11572,EAP,Identity type provided by client is currently unsupported
11573,EAP,Selected identity type 'User'
11574,EAP,Selected identity type 'Machine'
11575,EAP,Client does not support EAP chaining. Switching to usual mode
11576,EAP,TEAP cryptobinding verification passed
11577,EAP,TEAP cryptobinding verification failed
11578,EAP,Rejected PAC provisioning request because supplicant failed to adhere to protocol
11579,EAP,No valid PAC requests on provisioning
11580,EAP,Rejected PAC unexpectedly received during PAC-less mode of TEAP
11581,EAP,Perform fallback on invalid PAC to provisioning
11582,EAP,Approved TEAP client Tunnel PAC request
11583,EAP,Approved TEAP client Machine PAC request
11584,EAP,Approved TEAP client Authorization PAC request
11585,EAP,Received Tunnel PAC
11586,EAP,Received Machine PAC
11587,EAP,Received CTS PAC
11588,EAP,Supplicant failed to adhere to protocol
11589,EAP,Anonymous TLS renegotiation succeeded
11590,EAP,Anonymous TLS renegotiation failed
11591,EAP,Accept client on authenticated provisioning
11592,EAP,Prepared RADIUS Access-Reject after the successful in-band PAC provisioning
11593,EAP,TEAP provisioning failed. General error
11594,EAP,Client certificate authentication failed
11595,EAP,Extracted EAP-Response containing TEAP challenge-response
11596,EAP,Prepared EAP-Request with another TEAP challenge
11597,EAP,TEAP authentication phase finished successfully
11598,EAP,TEAP authentication failed
11599,EAP,TEAP provisioning phase finished successfully
11600,EAP,TEAP provisioning phase finished
11601,EAP,TEAP failed SSL/TLS handshake because the client rejected the ISE local-certificate
11602,EAP,TEAP failed SSL/TLS handshake after a client alert
11603,EAP,PAC verification failed
11604,EAP,PAC contains invalid Authority ID
11605,EAP,PAC contains invalid PAC type
11606,EAP,PAC has expired - rejecting it
11607,EAP,User Authorization PAC has expired - will run inner method
11608,EAP,Machine Authorization PAC has expired - will run inner method
11609,EAP,Cannot decrypt PAC because of specified master key was not found - rejecting the PAC
11610,EAP,PAC contains invalid Authentication Tag
11611,EAP,Failed to decrypt PAC
11612,EAP,Failed to derive TEAP Master Key
11613,EAP,Fallback on invalid PAC: no available additional cipher configured on server
11614,EAP,Cannot perform more then one invalid PAC fallback
11615,EAP,No cipher on client side for invalid PAC fallback
11616,EAP,Neither anonymous nor authenticated provisioning allowed by Allowed Protocols
11617,EAP,Client didn't provide suitable ciphers for anonymous PAC-provisioning
11618,EAP,Client didn't provide suitable ciphers for authenticated PAC provisioning
11619,EAP,Client didn't provide suitable ciphers for either anonymous or authenticated PAC-provisioning
11620,EAP,TEAP full handshake finished successfully
11621,EAP,TEAP PAC-less session resumed successfully
11622,EAP,TEAP built authenticated tunnel for purpose of PAC provisioning
11623,EAP,TEAP built anonymous tunnel for purpose of PAC provisioning
11624,EAP,TEAP built PAC-based tunnel for purpose of authentication
11625,EAP,No cipher for PAC-less TEAP authentication
11626,EAP,Unexpectedly received empty TLS message during TEAP handshake; treating as a rejection by the client
11627,EAP,Starting EAP chaining
11628,EAP,TEAP needs to proactively update PAC that is about to expire
11629,EAP,Machine Authorization PAC I-ID does not match user identity. Ignoring this Machine Authorization PAC request
11630,EAP,TEAP channelbinding verification passed
11631,EAP,TEAP channelbinding verification failed
11632,EAP,Prepared Identity Type Tlv for inner method
11633,EAP,Client requested TLSv1.1 that is not allowed
11634,EAP,Client requested TLS of unknown version
11635,EAP,Downgrading from EMSK to MSK is not allowed
11636,EAP,Client certificate was requested but not received during tunnel establishment.
11637,EAP,Inner method supports EMSK but the client provided only MSK. Allow downgrade as per configuration
11638,EAP,Prepared EAP-Request proposing TEAP with challenge
12756,EAP,Prepared EAP-Request proposing TEAP with challenge
12757,EAP,Extracted EAP-Response/NAK requesting to use TEAP instead
12758,EAP,Extracted EAP-Response containing TEAP challenge-response and accepting TEAP as negotiated
12759,EAP,Failed to negotiate EAP because TEAP not allowed in the Allowed Protocols
12760,EAP,Failed to negotiate EAP for inner method because EAP-MSCHAP not allowed under TEAP configuration in the Allowed Protocols
12761,EAP,Failed to negotiate EAP for inner method because EAP-TLS not allowed under TEAP configuration in the Allowed Protocols
12762,EAP,Failed to negotiate EAP for inner method because EAP-GTC not allowed under TEAP configuration in the Allowed Protocols
12921,Failed-Attempt,Supplicant stopped responding to ISE during TEAP tunnel establishment
